feature_idx,count,frequency,top_tokens
8899,409,0.000409,"' 2'(54), ' 1'(52), ' 4'(36), ' 3'(16), ' 36'(16)"
8900,0,0.000000,
8901,0,0.000000,
8902,0,0.000000,
8903,0,0.000000,
8904,0,0.000000,
8905,168,0.000168,"'ema'(7), 'ba'(5), 'ol'(5), 'ure'(5), 'bi'(5)"
8906,0,0.000000,
8907,245,0.000245,"' Z'(237), 'Z'(3), ' Zo'(2), ' z'(2), ' zomb'(1)"
8908,284,0.000284,"' 21'(189), ' 31'(62), ' 41'(12), ' 51'(8), '21'(7)"
8909,1492,0.001492,' an'(1492)
8910,0,0.000000,
8911,0,0.000000,
8912,0,0.000000,
8913,42,0.000042,"' respect'(31), ' regard'(8), ' regards'(3)"
8914,0,0.000000,
8915,0,0.000000,
8916,0,0.000000,
8917,0,0.000000,
8918,0,0.000000,
8919,0,0.000000,
8920,0,0.000000,
8921,160,0.000160,"' ""'(160)"
8922,0,0.000000,
8923,1206,0.001206,"'>'(76), ' ""'(45), ' He'(23), ' She'(22), ' It'(20)"
8924,0,0.000000,
8925,158,0.000158,"' to'(92), ' him'(9), ' players'(7), ' for'(4), ' the'(4)"
8926,0,0.000000,
8927,0,0.000000,
8928,2,0.000002,"' :'(1), ' 2'(1)"
8929,0,0.000000,
8930,0,0.000000,
8931,13,0.000013,"' ,'(7), 'S'(1), ' −'(1), ' +'(1), ' )'(1)"
8932,0,0.000000,
8933,0,0.000000,
8934,0,0.000000,
8935,0,0.000000,
8936,0,0.000000,
8937,0,0.000000,
8938,0,0.000000,
8939,0,0.000000,
8940,0,0.000000,
8941,0,0.000000,
8942,0,0.000000,
8943,0,0.000000,
8944,0,0.000000,
8945,0,0.000000,
8946,0,0.000000,
8947,0,0.000000,
8948,0,0.000000,
8949,0,0.000000,
8950,3,0.000003,' refer'(3)
8951,0,0.000000,
8952,0,0.000000,
8953,0,0.000000,
8954,0,0.000000,
8955,60,0.000060,"' origin'(36), ' origins'(18), ' originated'(4), ' Origin'(1), ' Orig'(1)"
8956,398,0.000398,"' he'(33), ' was'(25), ' they'(22), ' I'(16), ' to'(15)"
8957,0,0.000000,
8958,0,0.000000,
8959,255,0.000255,"' would'(39), ' also'(28), ' had'(21), ' has'(17), ' may'(13)"
8960,0,0.000000,
8961,0,0.000000,
8962,0,0.000000,
8963,0,0.000000,
8964,0,0.000000,
8965,0,0.000000,
8966,0,0.000000,
8967,4,0.000004,' @'(4)
8968,0,0.000000,
8969,0,0.000000,
8970,0,0.000000,
8971,0,0.000000,
8972,0,0.000000,
8973,0,0.000000,
8974,5,0.000005,"' ('(3), ' 90'(1), ' final'(1)"
8975,0,0.000000,
8976,0,0.000000,
8977,0,0.000000,
8978,0,0.000000,
8979,30,0.000030,"' many'(7), ' much'(7), ' well'(2), ' comfortable'(2), ' long'(2)"
8980,0,0.000000,
8981,0,0.000000,
8982,0,0.000000,
8983,0,0.000000,
8984,0,0.000000,
8985,0,0.000000,
8986,0,0.000000,
8987,0,0.000000,
8988,0,0.000000,
8989,0,0.000000,
8990,139,0.000139,' the'(139)
8991,0,0.000000,
8992,0,0.000000,
8993,9,0.000009,"'imony'(2), 'aton'(1), ' weather'(1), ' paper'(1), ' diet'(1)"
8994,0,0.000000,
8995,0,0.000000,
8996,0,0.000000,
8997,0,0.000000,
8998,0,0.000000,
8999,0,0.000000,
9000,1,0.000001,' der'(1)
9001,0,0.000000,
9002,0,0.000000,
9003,0,0.000000,
9004,0,0.000000,
9005,0,0.000000,
9006,0,0.000000,
9007,0,0.000000,
9008,0,0.000000,
9009,0,0.000000,
9010,0,0.000000,
9011,0,0.000000,
9012,22,0.000022,"' reverse'(13), ' reversed'(9)"
9013,0,0.000000,
9014,0,0.000000,
9015,503,0.000503,"' construction'(139), ' industrial'(31), ' Construction'(22), ' mining'(19), ' production'(18)"
9016,101,0.000101,"' officially'(62), ' formally'(19), ' openly'(6), ' firmly'(5), ' explicitly'(3)"
9017,0,0.000000,
9018,0,0.000000,
9019,0,0.000000,
9020,0,0.000000,
9021,0,0.000000,
9022,0,0.000000,
9023,0,0.000000,
9024,401,0.000401,"' received'(317), ' receiving'(33), ' receive'(31), ' receives'(19), 'nered'(1)"
9025,0,0.000000,
9026,0,0.000000,
9027,116,0.000116,"' mounted'(29), ' attached'(25), ' mount'(12), ' mounts'(8), ' Mount'(8)"
9028,0,0.000000,
9029,0,0.000000,
9030,14,0.000014,"' variable'(13), ' variables'(1)"
9031,5,0.000005,"' a'(3), ' incredible'(1), ' the'(1)"
9032,0,0.000000,
9033,0,0.000000,
9034,0,0.000000,
9035,0,0.000000,
9036,0,0.000000,
9037,91,0.000091,"'v'(7), 'is'(6), 'rol'(5), 'ert'(4), 'imm'(4)"
9038,0,0.000000,
9039,0,0.000000,
9040,0,0.000000,
9041,0,0.000000,
9042,0,0.000000,
9043,0,0.000000,
9044,0,0.000000,
9045,0,0.000000,
9046,0,0.000000,
9047,0,0.000000,
9048,0,0.000000,
9049,0,0.000000,
9050,0,0.000000,
9051,0,0.000000,
9052,23,0.000023,"' address'(19), ' addresses'(3), ' Address'(1)"
9053,0,0.000000,
9054,272,0.000272,"' just'(234), ' Just'(38)"
9055,0,0.000000,
9056,0,0.000000,
9057,0,0.000000,
9058,0,0.000000,
9059,0,0.000000,
9060,0,0.000000,
9061,0,0.000000,
9062,0,0.000000,
9063,204,0.000204,"' sulf'(31), ' SMS'(17), ' Somerset'(17), ' Sister'(12), ' sulfur'(11)"
9064,0,0.000000,
9065,0,0.000000,
9066,0,0.000000,
9067,0,0.000000,
9068,0,0.000000,
9069,0,0.000000,
9070,0,0.000000,
9071,0,0.000000,
9072,0,0.000000,
9073,0,0.000000,
9074,0,0.000000,
9075,0,0.000000,
9076,0,0.000000,
9077,353,0.000353,"' home'(251), ' Home'(52), ' homes'(50)"
9078,102,0.000102,"'MS'(78), 'PS'(8), ' SS'(5), ' PS'(4), 'DS'(2)"
9079,0,0.000000,
9080,0,0.000000,
9081,0,0.000000,
9082,0,0.000000,
9083,0,0.000000,
9084,0,0.000000,
9085,0,0.000000,
9086,51,0.000051,"' bed'(4), ' home'(3), ' basketball'(2), ' house'(2), ' sex'(2)"
9087,0,0.000000,
9088,0,0.000000,
9089,0,0.000000,
9090,0,0.000000,
9091,0,0.000000,
9092,0,0.000000,
9093,0,0.000000,
9094,0,0.000000,
9095,0,0.000000,
9096,0,0.000000,
9097,17,0.000017,"' antibody'(6), ' Antib'(2), 'odies'(2), ' antibodies'(2), ' conjugated'(2)"
9098,0,0.000000,
9099,0,0.000000,
9100,0,0.000000,
9101,0,0.000000,
9102,0,0.000000,
9103,0,0.000000,
9104,0,0.000000,
9105,0,0.000000,
9106,240,0.000240,"'s'(57), ' series'(10), ' her'(10), 'es'(8), ' S'(6)"
9107,0,0.000000,
9108,237,0.000237,"' signed'(109), ' sign'(65), ' signing'(30), ' signs'(21), ' Sign'(8)"
9109,0,0.000000,
9110,0,0.000000,
9111,0,0.000000,
9112,0,0.000000,
9113,0,0.000000,
9114,0,0.000000,
9115,2100,0.002100,' ='(2100)
9116,0,0.000000,
9117,0,0.000000,
9118,0,0.000000,
9119,0,0.000000,
9120,0,0.000000,
9121,0,0.000000,
9122,0,0.000000,
9123,0,0.000000,
9124,0,0.000000,
9125,0,0.000000,
9126,0,0.000000,
9127,98,0.000098,"' reason'(59), ' reasons'(33), 'asons'(2), ' rationale'(1), ' justification'(1)"
9128,0,0.000000,
9129,0,0.000000,
9130,18,0.000018,"' electron'(2), ' led'(2), ' NMR'(2), ' were'(1), ' situ'(1)"
9131,0,0.000000,
9132,0,0.000000,
9133,0,0.000000,
9134,0,0.000000,
9135,0,0.000000,
9136,0,0.000000,
9137,0,0.000000,
9138,3,0.000003,' pork'(3)
9139,0,0.000000,
9140,74,0.000074,"' to'(6), ' replaced'(5), ' moved'(3), ' returning'(3), ' resigned'(3)"
9141,0,0.000000,
9142,0,0.000000,
9143,0,0.000000,
9144,0,0.000000,
9145,0,0.000000,
9146,0,0.000000,
9147,0,0.000000,
9148,0,0.000000,
9149,0,0.000000,
9150,0,0.000000,
9151,0,0.000000,
9152,0,0.000000,
9153,0,0.000000,
9154,0,0.000000,
9155,0,0.000000,
9156,0,0.000000,
9157,0,0.000000,
9158,0,0.000000,
9159,0,0.000000,
9160,0,0.000000,
9161,0,0.000000,
9162,0,0.000000,
9163,0,0.000000,
9164,0,0.000000,
9165,0,0.000000,
9166,0,0.000000,
9167,0,0.000000,
9168,0,0.000000,
9169,0,0.000000,
9170,0,0.000000,
9171,0,0.000000,
9172,0,0.000000,
9173,0,0.000000,
9174,0,0.000000,
9175,0,0.000000,
9176,0,0.000000,
9177,0,0.000000,
9178,0,0.000000,
9179,0,0.000000,
9180,0,0.000000,
9181,0,0.000000,
9182,0,0.000000,
9183,0,0.000000,
9184,0,0.000000,
9185,0,0.000000,
9186,0,0.000000,
9187,0,0.000000,
9188,5,0.000005,"' as'(4), ' at'(1)"
9189,0,0.000000,
9190,0,0.000000,
9191,936,0.000936,"' Moore'(24), ' Smith'(20), ' Evans'(19), ' Williams'(19), ' Taylor'(19)"
9192,423,0.000423,"' continued'(221), ' continue'(83), ' continues'(50), ' continuing'(24), ' ceased'(12)"
9193,0,0.000000,
9194,0,0.000000,
9195,0,0.000000,
9196,0,0.000000,
9197,0,0.000000,
9198,0,0.000000,
9199,0,0.000000,
9200,0,0.000000,
9201,0,0.000000,
9202,0,0.000000,
9203,0,0.000000,
9204,0,0.000000,
9205,0,0.000000,
9206,0,0.000000,
9207,0,0.000000,
9208,0,0.000000,
9209,0,0.000000,
9210,0,0.000000,
9211,0,0.000000,
9212,0,0.000000,
9213,0,0.000000,
9214,0,0.000000,
9215,0,0.000000,
9216,0,0.000000,
9217,0,0.000000,
9218,1,0.000001,' positive'(1)
9219,0,0.000000,
9220,0,0.000000,
9221,0,0.000000,
9222,0,0.000000,
9223,0,0.000000,
9224,0,0.000000,
9225,0,0.000000,
9226,0,0.000000,
9227,0,0.000000,
9228,0,0.000000,
9229,23,0.000023,' profile'(23)
9230,0,0.000000,
9231,0,0.000000,
9232,0,0.000000,
9233,0,0.000000,
9234,0,0.000000,
9235,0,0.000000,
9236,0,0.000000,
9237,36,0.000036,"'gen'(15), ' Gen'(8), 'ogen'(6), ' gen'(5), ' Generation'(2)"
9238,881,0.000881,"' of'(99), ' due'(55), ' to'(24), ' scheduled'(24), ' on'(23)"
9239,0,0.000000,
9240,0,0.000000,
9241,0,0.000000,
9242,0,0.000000,
9243,0,0.000000,
9244,2225,0.002225,"' tropical'(87), ' Catholic'(80), ' religious'(79), ' Roman'(75), ' naval'(63)"
9245,0,0.000000,
9246,0,0.000000,
9247,0,0.000000,
9248,0,0.000000,
9249,0,0.000000,
9250,0,0.000000,
9251,3710,0.003710,""" '""(116), ' F'(59), ' H'(56), ' P'(52), ' G'(49)"
9252,0,0.000000,
9253,0,0.000000,
9254,0,0.000000,
9255,0,0.000000,
9256,996,0.000996,"' ,'(734), ','(90), ' —'(81), ' –'(24), ' ""'(16)"
9257,33,0.000033,' Un'(33)
9258,0,0.000000,
9259,0,0.000000,
9260,0,0.000000,
9261,0,0.000000,
9262,0,0.000000,
9263,37,0.000037,"' fore'(15), ' Fore'(12), ' hind'(10)"
9264,87,0.000087,"' have'(79), ' having'(5), ' Have'(3)"
9265,208,0.000208,"' the'(207), ' The'(1)"
9266,0,0.000000,
9267,0,0.000000,
9268,0,0.000000,
9269,0,0.000000,
9270,0,0.000000,
9271,1,0.000001,' ['(1)
9272,390,0.000390,"' 9'(380), '9'(10)"
9273,0,0.000000,
9274,0,0.000000,
9275,0,0.000000,
9276,245,0.000245,"' had'(25), ' made'(17), ' done'(12), ' played'(7), ' received'(7)"
9277,0,0.000000,
9278,0,0.000000,
9279,0,0.000000,
9280,0,0.000000,
9281,420,0.000420,"' a'(101), ' first'(64), ' several'(22), ' three'(15), ' two'(15)"
9282,0,0.000000,
9283,0,0.000000,
9284,0,0.000000,
9285,0,0.000000,
9286,0,0.000000,
9287,0,0.000000,
9288,0,0.000000,
9289,0,0.000000,
9290,0,0.000000,
9291,1,0.000001,' crest'(1)
9292,0,0.000000,
9293,0,0.000000,
9294,0,0.000000,
9295,0,0.000000,
9296,0,0.000000,
9297,0,0.000000,
9298,0,0.000000,
9299,0,0.000000,
9300,0,0.000000,
9301,0,0.000000,
9302,0,0.000000,
9303,0,0.000000,
9304,99,0.000099,"' whether'(88), ' if'(8), ' Whether'(3)"
9305,0,0.000000,
9306,0,0.000000,
9307,0,0.000000,
9308,0,0.000000,
9309,0,0.000000,
9310,31,0.000031,"'e'(3), 'ising'(3), 'ification'(3), 'idia'(3), 'asts'(2)"
9311,0,0.000000,
9312,0,0.000000,
9313,594,0.000594,"' many'(491), ' Many'(103)"
9314,0,0.000000,
9315,0,0.000000,
9316,0,0.000000,
9317,0,0.000000,
9318,0,0.000000,
9319,181,0.000181,"' II'(4), ' construction'(3), ' culture'(3), 'ance'(2), ' interactions'(2)"
9320,58,0.000058,"' oil'(30), ' gas'(23), ' gasoline'(3), ' Gas'(2)"
9321,0,0.000000,
9322,790,0.000790,"' Bur'(14), ' Del'(14), ' Mac'(12), ' Mc'(12), ' Wor'(12)"
9323,0,0.000000,
9324,0,0.000000,
9325,0,0.000000,
9326,0,0.000000,
9327,0,0.000000,
9328,0,0.000000,
9329,0,0.000000,
9330,0,0.000000,
9331,25,0.000025,'.'(25)
9332,3,0.000003,"' Bayesian'(1), ' Conv'(1), ' data'(1)"
9333,0,0.000000,
9334,0,0.000000,
9335,0,0.000000,
9336,0,0.000000,
9337,0,0.000000,
9338,0,0.000000,
9339,0,0.000000,
9340,0,0.000000,
9341,612,0.000612,"' temperature'(20), ' pressure'(20), ' salary'(19), ' mass'(18), ' speed'(17)"
9342,0,0.000000,
9343,0,0.000000,
9344,0,0.000000,
9345,0,0.000000,
9346,0,0.000000,
9347,2016,0.002016,' in'(2016)
9348,0,0.000000,
9349,0,0.000000,
9350,0,0.000000,
9351,0,0.000000,
9352,0,0.000000,
9353,0,0.000000,
9354,0,0.000000,
9355,231,0.000231,"'>'(52), ' .'(15), ' ,'(12), 'scape'(9), ' )'(6)"
9356,0,0.000000,
9357,0,0.000000,
9358,0,0.000000,
9359,0,0.000000,
9360,0,0.000000,
9361,0,0.000000,
9362,0,0.000000,
9363,1975,0.001975,"' returned'(154), ' arrived'(93), ' return'(88), ' left'(73), ' back'(69)"
9364,508,0.000508,' United'(508)
9365,112,0.000112,"' zinc'(27), 'ium'(25), 'onium'(11), ' uranium'(8), ' hydrogen'(6)"
9366,300,0.000300,'.'(300)
9367,78,0.000078,"' Fast'(32), ' fast'(27), ' slow'(11), ' fastest'(7), ' Slow'(1)"
9368,0,0.000000,
9369,0,0.000000,
9370,89,0.000089,' r'(89)
9371,0,0.000000,
9372,3,0.000003,"' needs'(2), ' issues'(1)"
9373,0,0.000000,
9374,0,0.000000,
9375,94,0.000094,"' connected'(54), ' connects'(17), ' connecting'(14), ' connect'(7), 'connected'(1)"
9376,557,0.000557,"'arn'(54), ' O'(49), 'if'(39), 'y'(30), ' Fast'(20)"
9377,0,0.000000,
9378,0,0.000000,
9379,0,0.000000,
9380,0,0.000000,
9381,0,0.000000,
9382,0,0.000000,
9383,0,0.000000,
9384,15,0.000015,"' vitro'(9), ' situ'(3), ' vivo'(3)"
9385,0,0.000000,
9386,0,0.000000,
9387,0,0.000000,
9388,0,0.000000,
9389,0,0.000000,
9390,123,0.000123,"' piece'(50), ' pieces'(49), 'iece'(18), ' Pie'(2), 'ce'(2)"
9391,128,0.000128,"'ab'(121), 'AB'(4), ' Cab'(2), ' cab'(1)"
9392,0,0.000000,
9393,0,0.000000,
9394,439,0.000439,"'>'(66), ' ""'(30), ' re'(22), ' <'(19), "" '""(18)"
9395,638,0.000638,"' to'(17), ' on'(14), ' used'(8), ' site'(7), ' in'(6)"
9396,0,0.000000,
9397,391,0.000391,"' ,'(234), ' and'(125), ' ;'(15), ','(10), ' or'(2)"
9398,0,0.000000,
9399,498,0.000498,"' and'(492), ' or'(6)"
9400,0,0.000000,
9401,0,0.000000,
9402,0,0.000000,
9403,0,0.000000,
9404,0,0.000000,
9405,0,0.000000,
9406,0,0.000000,
9407,0,0.000000,
9408,20,0.000020,"' in'(14), ' on'(6)"
9409,0,0.000000,
9410,45,0.000045,'.'(45)
9411,0,0.000000,
9412,0,0.000000,
9413,408,0.000408,' the'(408)
9414,13,0.000013,"'�'(3), '�'(3), '�'(3), 'า�'(3), '�'(1)"
9415,0,0.000000,
9416,0,0.000000,
9417,151,0.000151,"' consisted'(57), ' consists'(40), ' consisting'(33), ' consist'(9), ' composed'(6)"
9418,0,0.000000,
9419,0,0.000000,
9420,0,0.000000,
9421,0,0.000000,
9422,0,0.000000,
9423,0,0.000000,
9424,0,0.000000,
9425,0,0.000000,
9426,0,0.000000,
9427,0,0.000000,
9428,0,0.000000,
9429,0,0.000000,
9430,0,0.000000,
9431,0,0.000000,
9432,0,0.000000,
9433,0,0.000000,
9434,0,0.000000,
9435,0,0.000000,
9436,0,0.000000,
9437,0,0.000000,
9438,18,0.000018,' sure'(18)
9439,0,0.000000,
9440,0,0.000000,
9441,0,0.000000,
9442,0,0.000000,
9443,0,0.000000,
9444,0,0.000000,
9445,0,0.000000,
9446,0,0.000000,
9447,0,0.000000,
9448,0,0.000000,
9449,0,0.000000,
9450,0,0.000000,
9451,0,0.000000,
9452,0,0.000000,
9453,0,0.000000,
9454,0,0.000000,
9455,14,0.000014,"'>'(3), '@'(2), 's'(1), ' .'(1), ' on'(1)"
9456,0,0.000000,
9457,0,0.000000,
9458,0,0.000000,
9459,0,0.000000,
9460,0,0.000000,
9461,0,0.000000,
9462,0,0.000000,
9463,0,0.000000,
9464,0,0.000000,
9465,0,0.000000,
9466,0,0.000000,
9467,0,0.000000,
9468,0,0.000000,
9469,0,0.000000,
9470,0,0.000000,
9471,0,0.000000,
9472,0,0.000000,
9473,0,0.000000,
9474,0,0.000000,
9475,0,0.000000,
9476,0,0.000000,
9477,0,0.000000,
9478,0,0.000000,
9479,0,0.000000,
9480,0,0.000000,
9481,0,0.000000,
9482,0,0.000000,
9483,0,0.000000,
9484,25,0.000025,'M'(25)
9485,0,0.000000,
9486,0,0.000000,
9487,0,0.000000,
9488,298,0.000298,' well'(298)
9489,0,0.000000,
9490,0,0.000000,
9491,0,0.000000,
9492,318,0.000318,"' I'(33), ' and'(28), ' And'(20), ' we'(17), ' you'(16)"
9493,0,0.000000,
9494,0,0.000000,
9495,0,0.000000,
9496,91,0.000091,""" '""(61), ' ’'(30)"
9497,0,0.000000,
9498,0,0.000000,
9499,0,0.000000,
9500,0,0.000000,
9501,0,0.000000,
9502,0,0.000000,
9503,0,0.000000,
9504,0,0.000000,
9505,0,0.000000,
9506,0,0.000000,
9507,0,0.000000,
9508,0,0.000000,
9509,0,0.000000,
9510,0,0.000000,
9511,0,0.000000,
9512,2,0.000002,"' ,'(1), ' a'(1)"
9513,0,0.000000,
9514,0,0.000000,
9515,0,0.000000,
9516,0,0.000000,
9517,0,0.000000,
9518,0,0.000000,
9519,0,0.000000,
9520,0,0.000000,
9521,0,0.000000,
9522,0,0.000000,
9523,0,0.000000,
9524,0,0.000000,
9525,0,0.000000,
9526,0,0.000000,
9527,0,0.000000,
9528,0,0.000000,
9529,202,0.000202,"' made'(65), ' makes'(59), ' making'(44), ' make'(33), ' rendered'(1)"
9530,0,0.000000,
9531,0,0.000000,
9532,0,0.000000,
9533,0,0.000000,
9534,0,0.000000,
9535,0,0.000000,
9536,0,0.000000,
9537,0,0.000000,
9538,0,0.000000,
9539,0,0.000000,
9540,5,0.000005,"' e'(3), ' i'(2)"
9541,0,0.000000,
9542,0,0.000000,
9543,0,0.000000,
9544,0,0.000000,
9545,0,0.000000,
9546,0,0.000000,
9547,0,0.000000,
9548,0,0.000000,
9549,25,0.000025,"' linear'(14), ' circular'(5), ' Linear'(5), ' logistic'(1)"
9550,0,0.000000,
9551,0,0.000000,
9552,331,0.000331,"' causing'(19), ' leaving'(12), ' taking'(12), ' making'(11), ' securing'(9)"
9553,130,0.000130,"' press'(64), ' Press'(39), ' pressing'(13), ' pressed'(8), ' presses'(6)"
9554,0,0.000000,
9555,0,0.000000,
9556,0,0.000000,
9557,0,0.000000,
9558,80,0.000080,"'it'(74), 'IT'(4), ' IT'(2)"
9559,0,0.000000,
9560,0,0.000000,
9561,2,0.000002,"' Data'(1), ' data'(1)"
9562,0,0.000000,
9563,0,0.000000,
9564,0,0.000000,
9565,0,0.000000,
9566,0,0.000000,
9567,0,0.000000,
9568,0,0.000000,
9569,0,0.000000,
9570,0,0.000000,
9571,693,0.000693,"' some'(576), ' Some'(117)"
9572,0,0.000000,
9573,0,0.000000,
9574,0,0.000000,
9575,0,0.000000,
9576,0,0.000000,
9577,1141,0.001141,"' during'(839), ' During'(302)"
9578,0,0.000000,
9579,0,0.000000,
9580,0,0.000000,
9581,0,0.000000,
9582,0,0.000000,
9583,0,0.000000,
9584,0,0.000000,
9585,0,0.000000,
9586,0,0.000000,
9587,0,0.000000,
9588,0,0.000000,
9589,0,0.000000,
9590,0,0.000000,
9591,0,0.000000,
9592,0,0.000000,
9593,0,0.000000,
9594,0,0.000000,
9595,0,0.000000,
9596,0,0.000000,
9597,0,0.000000,
9598,172,0.000172,"' starring'(20), ' starred'(17), ' by'(15), ' directed'(13), ' stars'(10)"
9599,234,0.000234,"' law'(125), ' Law'(97), ' laws'(10), 'law'(2)"
9600,0,0.000000,
9601,0,0.000000,
9602,0,0.000000,
9603,0,0.000000,
9604,0,0.000000,
9605,0,0.000000,
9606,0,0.000000,
9607,0,0.000000,
9608,0,0.000000,
9609,0,0.000000,
9610,0,0.000000,
9611,0,0.000000,
9612,0,0.000000,
9613,246,0.000246,"'ied'(12), 'igg'(10), 'aste'(10), 'iz'(9), 'ud'(8)"
9614,0,0.000000,
9615,0,0.000000,
9616,0,0.000000,
9617,0,0.000000,
9618,0,0.000000,
9619,0,0.000000,
9620,0,0.000000,
9621,0,0.000000,
9622,0,0.000000,
9623,0,0.000000,
9624,12,0.000012,"' clinical'(10), ' clinically'(2)"
9625,0,0.000000,
9626,0,0.000000,
9627,33,0.000033,"' acc'(18), ' Acc'(9), 'acc'(3), 'Acc'(3)"
9628,0,0.000000,
9629,8,0.000008,' not'(8)
9630,0,0.000000,
9631,0,0.000000,
9632,1226,0.001226,"' ordered'(48), ' praised'(40), ' criticized'(32), ' forcing'(22), ' attacked'(21)"
9633,0,0.000000,
9634,0,0.000000,
9635,0,0.000000,
9636,0,0.000000,
9637,0,0.000000,
9638,0,0.000000,
9639,14,0.000014,"','(5), ' which'(3), ' the'(1), ' a'(1), ' Association'(1)"
9640,0,0.000000,
9641,0,0.000000,
9642,0,0.000000,
9643,0,0.000000,
9644,0,0.000000,
9645,0,0.000000,
9646,0,0.000000,
9647,0,0.000000,
9648,0,0.000000,
9649,0,0.000000,
9650,0,0.000000,
9651,0,0.000000,
9652,0,0.000000,
9653,14,0.000014,"' raise'(2), ' features'(2), ' offers'(2), ' educate'(1), ' attracts'(1)"
9654,0,0.000000,
9655,0,0.000000,
9656,136,0.000136,"' paid'(59), ' pay'(52), ' paying'(17), ' pays'(4), ' payment'(3)"
9657,0,0.000000,
9658,0,0.000000,
9659,0,0.000000,
9660,0,0.000000,
9661,0,0.000000,
9662,0,0.000000,
9663,0,0.000000,
9664,0,0.000000,
9665,0,0.000000,
9666,0,0.000000,
9667,2,0.000002,"' Occ'(1), ' Ext'(1)"
9668,0,0.000000,
9669,0,0.000000,
9670,0,0.000000,
9671,0,0.000000,
9672,0,0.000000,
9673,0,0.000000,
9674,0,0.000000,
9675,34,0.000034,"' others'(13), ' like'(3), ' own'(3), ' else'(3), ' beyond'(2)"
9676,10,0.000010,' ='(10)
9677,0,0.000000,
9678,0,0.000000,
9679,0,0.000000,
9680,0,0.000000,
9681,0,0.000000,
9682,0,0.000000,
9683,0,0.000000,
9684,0,0.000000,
9685,0,0.000000,
9686,0,0.000000,
9687,0,0.000000,
9688,0,0.000000,
9689,0,0.000000,
9690,0,0.000000,
9691,0,0.000000,
9692,0,0.000000,
9693,0,0.000000,
9694,0,0.000000,
9695,0,0.000000,
9696,0,0.000000,
9697,2,0.000002,"' acoustic'(1), ' resonance'(1)"
9698,0,0.000000,
9699,0,0.000000,
9700,0,0.000000,
9701,0,0.000000,
9702,0,0.000000,
9703,0,0.000000,
9704,0,0.000000,
9705,0,0.000000,
9706,0,0.000000,
9707,0,0.000000,
9708,0,0.000000,
9709,0,0.000000,
9710,19,0.000019,"' marrow'(3), ' blood'(3), ' myeloid'(3), ' macrophages'(2), ' killer'(1)"
9711,0,0.000000,
9712,0,0.000000,
9713,0,0.000000,
9714,0,0.000000,
9715,112,0.000112,"' Bl'(46), 'bl'(42), ' bl'(22), ' BL'(2)"
9716,0,0.000000,
9717,0,0.000000,
9718,0,0.000000,
9719,3,0.000003,' Third'(3)
9720,0,0.000000,
9721,593,0.000593,"' \n '(31), '\n'(9), ' State'(6), ' album'(5), ' United'(5)"
9722,0,0.000000,
9723,0,0.000000,
9724,0,0.000000,
9725,0,0.000000,
9726,0,0.000000,
9727,0,0.000000,
9728,0,0.000000,
9729,0,0.000000,
9730,0,0.000000,
9731,0,0.000000,
9732,0,0.000000,
9733,0,0.000000,
9734,0,0.000000,
9735,0,0.000000,
9736,0,0.000000,
9737,0,0.000000,
9738,0,0.000000,
9739,47,0.000047,"' Pa'(15), 'Pa'(15), ' Pennsylvania'(8), ' Penn'(6), ' PA'(2)"
9740,0,0.000000,
9741,0,0.000000,
9742,0,0.000000,
9743,0,0.000000,
9744,0,0.000000,
9745,0,0.000000,
9746,609,0.000609,"' number'(589), ' numbers'(12), ' Number'(5), ' Numbers'(3)"
9747,0,0.000000,
9748,1,0.000001,' Appeals'(1)
9749,485,0.000485,"' gods'(41), ' humans'(33), ' Arabs'(13), ' ships'(9), ' Germans'(9)"
9750,0,0.000000,
9751,0,0.000000,
9752,0,0.000000,
9753,0,0.000000,
9754,0,0.000000,
9755,0,0.000000,
9756,0,0.000000,
9757,0,0.000000,
9758,0,0.000000,
9759,0,0.000000,
9760,0,0.000000,
9761,10,0.000010,"'entials'(1), 'ieval'(1), 'ance'(1), 'atic'(1), 'aches'(1)"
9762,0,0.000000,
9763,0,0.000000,
9764,0,0.000000,
9765,0,0.000000,
9766,0,0.000000,
9767,0,0.000000,
9768,0,0.000000,
9769,0,0.000000,
9770,0,0.000000,
9771,0,0.000000,
9772,0,0.000000,
9773,0,0.000000,
9774,0,0.000000,
9775,0,0.000000,
9776,0,0.000000,
9777,0,0.000000,
9778,0,0.000000,
9779,0,0.000000,
9780,0,0.000000,
9781,272,0.000272,"'ore'(17), 'oad'(15), 'oo'(13), 'eller'(12), 'itt'(11)"
9782,0,0.000000,
9783,0,0.000000,
9784,0,0.000000,
9785,0,0.000000,
9786,0,0.000000,
9787,0,0.000000,
9788,0,0.000000,
9789,0,0.000000,
9790,0,0.000000,
9791,0,0.000000,
9792,0,0.000000,
9793,0,0.000000,
9794,0,0.000000,
9795,0,0.000000,
9796,0,0.000000,
9797,365,0.000365,"' At'(331), ' at'(34)"
9798,0,0.000000,
9799,0,0.000000,
9800,30,0.000030,"' of'(3), ' in'(2), 'lock'(1), ' Hall'(1), ' for'(1)"
9801,0,0.000000,
9802,0,0.000000,
9803,0,0.000000,
9804,0,0.000000,
9805,0,0.000000,
9806,0,0.000000,
9807,0,0.000000,
9808,0,0.000000,
9809,1147,0.001147,"' used'(22), ' destroyed'(21), ' taken'(17), ' held'(15), ' removed'(13)"
